e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15
-1.7580993,1.334716,5.4783278,2.4415295,8.3178425,0.53195393,-1.7580993,-0.92848057,-0.70658964,5.6256166,1.0550615,1.7517947,2.5283828,-1.757924,-0.96501297
-1.7580993,1.334716,5.4783278,2.4415295,8.3178425,0.53195393,-1.7580993,-0.92848057,-0.70658964,5.6256166,1.0550615,1.7517947,2.5283828,-1.757924,-0.96501297
-1.7580993,-0.55665004,4.422817,19.677776,5.9472346,3.1707232,-1.7580575,5.655711,0.46397185,6.0487924,2.3065796,2.019373,1.9874227,-1.758099,6.243488
-1.7580993,-0.1797827,7.004694,6.099758,3.8585906,3.5779083,-1.7580879,8.835616,2.5207741,5.197949,6.8032207,0.26184624,-0.16333085,-1.7580557,-0.26750243
-1.7238594,4.5124273,3.8130584,4.3048544,0.37732857,2.2486281,-1.758091,4.7358637,1.5949464,6.353563,2.1408355,1.9585387,5.4156203,-1.7309676,3.7787015
-1.7238594,4.5124273,3.8130584,4.3048544,0.37732857,2.2486281,-1.758091,4.7358637,1.5949464,6.353563,2.1408355,1.9585387,5.4156203,-1.7309676,3.7787015
-1.7580988,4.8912554,3.4324353,6.2842298,0.6715845,2.5940816,-1.758099,9.911644,2.345917,5.2486534,2.0269723,0.4433352,5.036848,-1.7075864,2.0193849
-1.6029499,3.459975,-1.3131193,7.775539,0.20129757,-1.3719312,-1.6595366,5.667641,2.6513293,0.2591386,1.2519088,-0.74336267,3.2734816,-1.7507284,2.1946352
-1.7580993,2.0064151,2.640856,6.522522,4.6299667,3.147488,-1.7580993,8.672112,0.85534626,2.6824949,9.6586,-1.013018,7.434397,-1.7576543,2.2899187
-1.7580993,4.231854,4.2180147,15.63507,9.80361,3.1442213,-1.7580993,12.903988,1.9688733,12.993044,9.96144,7.8196015,6.3136377,-1.7580992,11.515507
-1.7580987,4.1718373,3.5020967,1.3711567,14.173908,0.32818323,-1.7580993,4.530405,1.4665228,-0.38994333,11.758408,5.309569,8.778399,-1.7580929,8.2874
-1.7580993,5.7005773,2.5382054,8.330547,16.416409,6.046071,-1.7580993,-1.2097268,-0.24548134,6.1558623,7.9140606,4.755486,5.542144,-1.7580954,2.113183
-1.7577503,2.7205884,6.6226788,1.3500271,7.7261276,3.387484,-1.7580993,3.239064,8.250541,4.7874575,10.399504,4.698695,5.589573,-1.7580601,9.614896
-1.7580993,5.7036695,1.4026846,6.7354984,14.371458,4.732404,-1.7580993,0.52324355,0.8002406,7.185781,4.8303523,3.9970567,7.753543,-1.7580712,6.7473526
-1.7580993,2.9569175,6.1993923,-0.13469055,11.065361,3.901059,-1.7580993,0.45080894,0.5471602,3.2516978,2.0565689,4.509939,5.085887,-1.7580731,4.767564
-1.7580991,2.7540221,4.174315,4.7256308,5.7159653,0.9792266,-1.7580993,1.8709903,0.26244006,8.984971,10.123408,3.4780545,5.7172146,-1.7577149,3.0553873
-1.7580991,2.7540221,4.174315,4.7256308,5.7159653,0.9792266,-1.7580993,1.8709903,0.26244006,8.984971,10.123408,3.4780545,5.7172146,-1.7577149,3.0553873
-1.7580991,2.7540221,4.174315,4.7256308,5.7159653,0.9792266,-1.7580993,1.8709903,0.26244006,8.984971,10.123408,3.4780545,5.7172146,-1.7577149,3.0553873
-1.7580991,2.7540221,4.174315,4.7256308,5.7159653,0.9792266,-1.7580993,1.8709903,0.26244006,8.984971,10.123408,3.4780545,5.7172146,-1.7577149,3.0553873
-1.7580993,4.1896186,0.3409098,6.8354535,11.309254,5.0257316,-1.7580993,3.8123076,7.208751,4.4165096,8.2397785,4.634212,1.8691486,-1.7579422,5.9581356
-1.7580993,1.3556418,11.465325,8.515933,8.031988,5.046432,-1.7580987,4.9583216,-1.1532686,4.3623586,7.7012033,1.3705038,1.9566272,-1.7580963,0.0051854877
-1.7580917,2.1591835,4.2457614,2.258942,13.07372,5.5440116,-1.7580993,7.140487,2.3104513,1.2864852,7.3657317,2.6253576,10.829434,-1.7579397,3.90248
-1.7580917,2.1591835,4.2457614,2.258942,13.07372,5.5440116,-1.7580993,7.140487,2.3104513,1.2864852,7.3657317,2.6253576,10.829434,-1.7579397,3.90248
-1.7535838,-1.0227735,4.1395245,5.4759564,7.3489914,2.1566517,-1.7573959,8.118857,0.82062244,0.2996882,0.38814023,4.1187487,1.5405995,-1.7577435,6.0889306
-1.7580993,6.5007815,3.4139116,-1.2986013,18.027903,0.9228619,-1.7580993,4.3901258,3.435299,0.5563591,7.385146,4.1828094,6.850274,-1.7580956,4.656249
-1.7580993,2.0298712,7.833984,8.920575,11.099991,4.5119376,-1.7580993,2.7114625,1.9212996,2.967008,14.007204,2.2037394,5.9853735,-1.7580955,1.190731
-1.7580969,2.0648687,7.9492683,2.319095,12.6884575,4.9976225,-1.756144,3.960119,-0.40322694,6.635524,2.5159783,5.8149304,2.6465688,-1.7580775,3.6864095
-1.7580969,2.0648687,7.9492683,2.319095,12.6884575,4.9976225,-1.756144,3.960119,-0.40322694,6.635524,2.5159783,5.8149304,2.6465688,-1.7580775,3.6864095
-1.7580992,8.126987,7.19038,3.4478385,18.890451,5.872093,-1.7580993,2.1085086,2.3483806,4.5419135,6.050531,8.046803,11.958027,-1.7580993,9.8426
-1.7580993,3.2044098,1.0094932,0.1443812,10.895266,3.3558726,-1.7580993,3.4334738,0.03996063,0.8067863,5.419111,1.312029,5.017276,-1.7526501,3.641111
-1.7580993,3.2044098,1.0094932,0.1443812,10.895266,3.3558726,-1.7580993,3.4334738,0.03996063,0.8067863,5.419111,1.312029,5.017276,-1.7526501,3.641111
-1.7580993,3.2044098,1.0094932,0.1443812,10.895266,3.3558726,-1.7580993,3.4334738,0.03996063,0.8067863,5.419111,1.312029,5.017276,-1.7526501,3.641111
-1.7580993,3.2044098,1.0094932,0.1443812,10.895266,3.3558726,-1.7580993,3.4334738,0.03996063,0.8067863,5.419111,1.312029,5.017276,-1.7526501,3.641111
-1.7580993,5.6701927,5.8349843,5.0971155,16.25937,3.4979453,-1.7580993,2.0445635,1.6777482,1.5159837,11.68374,1.9268181,5.2211776,-1.7580959,6.4077168
-1.7580993,5.6701927,5.8349843,5.0971155,16.25937,3.4979453,-1.7580993,2.0445635,1.6777482,1.5159837,11.68374,1.9268181,5.2211776,-1.7580959,6.4077168
-1.7580993,5.6701927,5.8349843,5.0971155,16.25937,3.4979453,-1.7580993,2.0445635,1.6777482,1.5159837,11.68374,1.9268181,5.2211776,-1.7580959,6.4077168
-1.7580993,5.6701927,5.8349843,5.0971155,16.25937,3.4979453,-1.7580993,2.0445635,1.6777482,1.5159837,11.68374,1.9268181,5.2211776,-1.7580959,6.4077168
-1.7580993,6.429767,8.942487,1.7023355,20.681555,3.6368146,-1.7580993,2.7030509,3.1243994,7.391667,11.378786,1.856652,10.575105,-1.7580982,2.8084347
-1.7580993,6.429767,8.942487,1.7023355,20.681555,3.6368146,-1.7580993,2.7030509,3.1243994,7.391667,11.378786,1.856652,10.575105,-1.7580982,2.8084347
-1.7580993,4.5040874,7.0124297,2.180791,18.55409,4.3484225,-1.7580993,0.7935675,0.9514812,6.607361,7.4259925,5.961023,8.835485,-1.7580986,6.4542923
-1.7580993,4.5040874,7.0124297,2.180791,18.55409,4.3484225,-1.7580993,0.7935675,0.9514812,6.607361,7.4259925,5.961023,8.835485,-1.7580986,6.4542923
-1.7580969,4.3884063,10.790934,4.6944194,6.8536363,3.6146815,-1.7580993,6.55552,2.6192865,3.874937,12.152561,6.8195767,5.89661,-1.7580746,13.816039
-1.7580993,0.6341678,5.04475,4.9787817,9.520241,2.7477362,-1.7580993,0.24527049,2.2669754,0.6205458,6.581159,2.6495476,-0.5689517,-1.7580886,2.2178586
-1.7580993,0.6341678,5.04475,4.9787817,9.520241,2.7477362,-1.7580993,0.24527049,2.2669754,0.6205458,6.581159,2.6495476,-0.5689517,-1.7580886,2.2178586
-1.7580992,1.3660415,3.0944138,6.817292,0.9724167,0.49116504,-1.7578555,2.9170384,0.88159674,7.746595,4.8532934,0.062355112,0.2783482,-1.749317,2.614038
-1.7580993,0.7920167,4.465865,1.5713583,6.4635143,0.51734984,-1.7580993,5.916957,-1.2486169,6.233332,8.740421,0.92148113,5.5422835,-1.754272,0.7070144
-1.7580993,-1.2196175,6.6360946,2.5451722,1.9934009,-0.24289773,-1.7580993,2.759284,4.903676,7.5772305,6.380171,4.474237,0.100551866,-1.7291946,-0.11851556
-1.7580993,5.0657673,4.9353957,2.0257344,11.345756,3.7055378,-1.7580993,0.80643874,2.1299367,0.79325056,7.62702,6.715651,6.7199364,-1.7580798,6.086519
-1.7576532,4.4496665,4.5929337,2.065335,11.816316,4.331984,-1.7580993,6.071747,2.430923,10.6469755,9.151963,5.4300156,7.229756,-1.758099,8.210959
-1.7576532,4.4496665,4.5929337,2.065335,11.816316,4.331984,-1.7580993,6.071747,2.430923,10.6469755,9.151963,5.4300156,7.229756,-1.758099,8.210959
-1.7579036,2.4064658,10.8859415,3.1820452,8.037255,1.3441362,-1.7580993,5.286761,3.3294904,5.056611,3.8762186,3.2973807,10.455595,-1.7573322,9.064974
-1.7580993,-0.04491442,8.702971,6.4324946,9.201141,6.5532036,-1.7580993,1.3575215,2.7631755,2.8661673,13.028316,2.0927963,6.3615575,-1.7580601,0.16568372
-1.7580993,-0.04491442,8.702971,6.4324946,9.201141,6.5532036,-1.7580993,1.3575215,2.7631755,2.8661673,13.028316,2.0927963,6.3615575,-1.7580601,0.16568372
-1.7580993,8.24393,7.222113,2.8917837,17.777767,5.161124,-1.7580993,2.7069154,2.2488732,2.9480116,12.664593,4.6267905,2.2942767,-1.7580987,3.6067543
-1.7580993,2.04876,-1.286834,9.851053,13.922231,2.2456498,-1.7580993,10.766691,0.81236595,5.583099,5.380449,3.4228954,3.1923625,-1.7580825,11.554831
-1.758099,5.0103545,2.623033,5.595963,18.844727,7.3122025,-1.7580993,2.8113868,1.7150472,6.7435613,6.0947466,6.286561,10.876249,-1.7580988,7.662181
-1.7580336,1.7702451,6.078763,3.6015637,8.567251,3.4478583,-1.7580985,4.086289,8.34227,5.081391,2.408315,2.9735782,2.368732,-1.7577388,1.6841948
-1.7580336,1.7702451,6.078763,3.6015637,8.567251,3.4478583,-1.7580985,4.086289,8.34227,5.081391,2.408315,2.9735782,2.368732,-1.7577388,1.6841948
-1.7580336,1.7702451,6.078763,3.6015637,8.567251,3.4478583,-1.7580985,4.086289,8.34227,5.081391,2.408315,2.9735782,2.368732,-1.7577388,1.6841948
-1.7580993,-0.89563054,0.4509437,2.7589264,7.1254907,0.56012285,-1.7580993,1.8462981,8.59149,3.3450327,8.037771,3.6666827,7.8478866,-1.7394068,-0.05556935
-1.705679,2.185206,3.7060542,3.554087,3.0082002,0.69740736,-1.758099,9.427786,0.69080704,6.1578608,2.6083477,2.49441,5.401642,-1.7500865,4.684731
-1.705679,2.185206,3.7060542,3.554087,3.0082002,0.69740736,-1.758099,9.427786,0.69080704,6.1578608,2.6083477,2.49441,5.401642,-1.7500865,4.684731
-1.7580005,3.184902,4.794138,0.52330637,7.412507,3.480106,-1.7580993,4.637354,2.2872589,12.655714,8.56257,2.3826277,8.673579,-1.757786,6.3984017
-1.7580639,-0.90189195,5.3106847,2.8842745,11.407146,2.439713,-1.7580993,7.1944046,8.741869,3.4676366,8.001203,5.190746,7.387151,-1.7580566,8.06761
-1.7571852,1.0883336,1.2602955,-0.15742525,5.383284,0.17995894,-1.7580521,5.182335,6.4254756,3.3831553,2.3854666,1.7836173,0.45216727,-1.7509382,4.1551733
-1.7580975,4.151952,6.45046,5.8219852,5.753869,1.3890623,-1.7580993,0.19200571,2.7824986,1.8802581,8.602001,3.452052,8.808227,-1.7511431,7.5926476
-1.7580993,-0.4640547,2.133549,1.6911744,10.093286,4.620955,-1.7580993,-0.21655928,6.9037642,5.136214,3.7635741,1.5155305,4.0240746,-1.7558292,5.416503
-1.7580993,-0.4640547,2.133549,1.6911744,10.093286,4.620955,-1.7580993,-0.21655928,6.9037642,5.136214,3.7635741,1.5155305,4.0240746,-1.7558292,5.416503
-1.7580993,-0.018357687,5.0352693,6.795029,9.511872,3.5693662,-1.7580993,1.394567,2.693928,0.011986492,7.527836,5.954925,4.7740927,-1.7561936,1.1603291
-1.7580993,2.4998238,2.3480651,4.9888062,4.1881547,1.2313948,-1.7580988,2.5643523,1.9686172,1.3592573,7.1017666,1.7007116,5.2996974,-1.7561871,-1.3708934
-1.7580993,5.637673,6.649953,1.0292684,13.66001,4.036901,-1.7580993,0.8296532,0.6917373,1.1378698,8.09985,5.1344304,6.6113734,-1.7580984,9.085731
-1.7580985,2.876272,4.8081365,3.8412418,8.642488,3.4093604,-1.7580993,2.448493,2.260024,2.6215308,7.779526,2.21505,9.4137335,-1.7557073,4.7563944
-1.7551961,2.373253,1.3858805,3.6966264,2.0952582,-0.23992345,-1.7580993,7.398317,8.995231,9.363721,4.973372,-0.5543805,9.584305,-1.7528356,6.1701107
-1.7580993,2.3818338,6.1553555,8.389097,10.094766,3.1973107,-1.7580993,0.76716745,6.8439536,5.4238105,13.815136,6.935347,6.7721643,-1.7578326,-1.1370903
-1.7580993,2.3818338,6.1553555,8.389097,10.094766,3.1973107,-1.7580993,0.76716745,6.8439536,5.4238105,13.815136,6.935347,6.7721643,-1.7578326,-1.1370903
-1.7578858,3.0027978,3.4324615,5.1255903,3.459453,1.7419896,-1.7580993,1.9106808,-0.42195854,6.4157166,7.9926763,2.5767965,5.1982546,-1.7578515,6.3334436
-1.7580993,3.641057,7.5233936,6.0474277,10.204035,3.8301709,-1.7580993,0.70192105,1.2203693,4.9027143,7.729475,4.5838604,11.236911,-1.7580706,4.460661
-1.7580969,4.584574,13.153538,3.9423559,8.61916,3.7497454,-1.7580993,8.223677,2.979315,6.0479255,11.787332,7.5439215,11.87213,-1.7580663,12.561961
-1.7580969,4.584574,13.153538,3.9423559,8.61916,3.7497454,-1.7580993,8.223677,2.979315,6.0479255,11.787332,7.5439215,11.87213,-1.7580663,12.561961
-1.7580993,5.518667,7.5237117,4.537717,11.643709,3.445034,-1.7580993,1.0775709,2.92466,3.0815275,3.2486246,4.652244,5.145052,-1.758052,0.5913611
-1.7580993,5.518667,7.5237117,4.537717,11.643709,3.445034,-1.7580993,1.0775709,2.92466,3.0815275,3.2486246,4.652244,5.145052,-1.758052,0.5913611
-1.7580993,-0.6247948,2.353041,-1.6718024,7.0516357,-0.9558776,-1.7580993,4.1352744,-0.76684064,7.788636,5.8820744,-0.8496729,4.351988,-1.7572112,3.7205777
-1.7580993,6.8990374,3.3628385,2.2315197,18.205898,6.514739,-1.7580993,1.9509763,2.0562675,5.1653934,8.249625,7.6216164,3.3969448,-1.7580986,5.2419963
-1.7580993,6.8990374,3.3628385,2.2315197,18.205898,6.514739,-1.7580993,1.9509763,2.0562675,5.1653934,8.249625,7.6216164,3.3969448,-1.7580986,5.2419963
-1.7579622,5.402828,4.9234724,1.906794,14.660098,4.9671154,-1.7580993,3.4437115,3.6071603,7.0748034,5.441325,2.425338,14.57928,-1.7580945,6.776018
-1.7579622,5.402828,4.9234724,1.906794,14.660098,4.9671154,-1.7580993,3.4437115,3.6071603,7.0748034,5.441325,2.425338,14.57928,-1.7580945,6.776018
-1.7579622,5.402828,4.9234724,1.906794,14.660098,4.9671154,-1.7580993,3.4437115,3.6071603,7.0748034,5.441325,2.425338,14.57928,-1.7580945,6.776018
-1.7580993,3.4591453,6.497622,-1.02269,15.494512,8.147793,-1.7580993,2.2997973,4.314348,2.884233,6.5118766,4.040673,8.136954,-1.7580615,5.9567666
-1.7579776,4.244639,6.571895,-1.0699706,11.60943,6.3441124,-1.7580993,3.9144535,3.0605013,9.229688,7.62967,0.0737687,6.8521614,-1.7580792,7.197606
-1.7579776,4.244639,6.571895,-1.0699706,11.60943,6.3441124,-1.7580993,3.9144535,3.0605013,9.229688,7.62967,0.0737687,6.8521614,-1.7580792,7.197606
-1.7579776,4.244639,6.571895,-1.0699706,11.60943,6.3441124,-1.7580993,3.9144535,3.0605013,9.229688,7.62967,0.0737687,6.8521614,-1.7580792,7.197606
-1.7570137,3.586292,1.0442586,8.031283,6.77572,2.0023084,-1.7580991,7.1571536,6.165262,4.0141196,3.1386333,2.7531476,5.599107,-1.7556489,2.6511476
-1.7570137,3.586292,1.0442586,8.031283,6.77572,2.0023084,-1.7580991,7.1571536,6.165262,4.0141196,3.1386333,2.7531476,5.599107,-1.7556489,2.6511476
-1.7580976,5.053144,4.035122,2.5837317,13.151801,8.276557,-1.7580993,1.8463249,5.0471272,8.058098,5.432051,6.152142,5.784176,-1.7579567,1.8905449
-1.7580993,5.1560993,-1.3860238,5.8480697,14.358888,4.7272353,-1.7580993,2.9885287,0.14852367,1.6206517,8.75317,-0.86672413,4.7445908,-1.7570629,4.0314317
-1.7580993,3.901191,2.9193609,0.9329482,1.840641,1.0128387,-1.7580925,1.4349818,1.8173796,4.9353223,5.3375196,1.6771332,4.1659913,-1.6416789,-1.3816065
-1.7580993,6.1143923,7.7927976,2.2035491,4.563537,3.6430967,-1.7580993,11.328954,1.3976151,12.818698,12.129514,3.5344388,2.6200123,-1.758099,8.671994
-1.7579885,6.6826487,6.372997,0.84696925,8.653869,3.4244504,-1.7580993,0.268602,5.9130664,3.4465923,5.6223254,1.7886707,10.879586,-1.75808,12.937815
-1.757567,6.587569,3.1454313,5.167195,10.558341,2.016954,-1.7580993,7.3908777,2.1027963,3.6491199,6.749134,5.4320207,7.410302,-1.7580937,8.300205
-1.7580993,-1.331532,5.597056,3.0414765,5.852476,-0.75108826,-1.7509437,0.63032097,-0.900601,7.5948467,2.188385,0.6783592,2.339095,-1.7520956,-0.29387116
-1.7580993,-1.331532,5.597056,3.0414765,5.852476,-0.75108826,-1.7509437,0.63032097,-0.900601,7.5948467,2.188385,0.6783592,2.339095,-1.7520956,-0.29387116
-1.7580993,-1.331532,5.597056,3.0414765,5.852476,-0.75108826,-1.7509437,0.63032097,-0.900601,7.5948467,2.188385,0.6783592,2.339095,-1.7520956,-0.29387116
-1.7580993,3.4651368,7.626307,2.5723064,21.09103,3.9040914,-1.7580993,3.3604338,1.0693779,4.09903,9.356807,3.1492617,8.643559,-1.7580991,9.91467
-1.7577456,4.771429,3.6625857,3.3335323,4.0653133,-0.23048902,-1.7580993,0.98442787,8.557605,6.517219,5.959602,4.146806,4.94549,-1.75602,3.189266
-1.7577456,4.771429,3.6625857,3.3335323,4.0653133,-0.23048902,-1.7580993,0.98442787,8.557605,6.517219,5.959602,4.146806,4.94549,-1.75602,3.189266
-1.7577456,4.771429,3.6625857,3.3335323,4.0653133,-0.23048902,-1.7580993,0.98442787,8.557605,6.517219,5.959602,4.146806,4.94549,-1.75602,3.189266
-1.7577456,4.771429,3.6625857,3.3335323,4.0653133,-0.23048902,-1.7580993,0.98442787,8.557605,6.517219,5.959602,4.146806,4.94549,-1.75602,3.189266
-1.7577456,4.771429,3.6625857,3.3335323,4.0653133,-0.23048902,-1.7580993,0.98442787,8.557605,6.517219,5.959602,4.146806,4.94549,-1.75602,3.189266
-1.7580993,-1.140352,3.1945765,4.4115143,9.979749,1.2203285,-1.7580993,-0.4985002,6.4299254,3.9711208,7.674052,4.854843,6.4821024,-1.7044251,1.08664
-1.7580993,7.036778,3.053242,0.6669033,14.497764,2.8397727,-1.7580993,1.3818125,3.4838035,6.385227,4.9282227,2.5356338,10.779354,-1.7580956,6.608716
-1.7580993,3.8913908,6.9639974,2.0280645,17.669668,4.996816,-1.7580993,0.792548,1.3033438,5.3390326,8.204787,5.997796,8.525656,-1.7580965,6.3566337
-1.7580993,5.359179,6.2871976,4.8699017,15.640775,5.738825,-1.7580993,2.4765828,2.4725661,4.861319,2.5881262,2.61537,9.14411,-1.7580936,4.296523
-1.7580993,5.359179,6.2871976,4.8699017,15.640775,5.738825,-1.7580993,2.4765828,2.4725661,4.861319,2.5881262,2.61537,9.14411,-1.7580936,4.296523
-1.7414049,2.4155416,0.5472981,2.5805237,2.9671302,1.9088783,-1.7580993,8.463563,4.500806,5.0664077,4.3238115,1.3866274,6.1450634,-1.7529986,2.7360268
-1.7414049,2.4155416,0.5472981,2.5805237,2.9671302,1.9088783,-1.7580993,8.463563,4.500806,5.0664077,4.3238115,1.3866274,6.1450634,-1.7529986,2.7360268
-1.7580993,2.2503426,5.9687843,7.907576,7.1055827,5.2637687,-1.7580993,1.5049541,2.5565512,2.0239077,11.8027935,5.1300964,6.0980363,-1.7580824,0.8716444
-1.7580993,2.2503426,5.9687843,7.907576,7.1055827,5.2637687,-1.7580993,1.5049541,2.5565512,2.0239077,11.8027935,5.1300964,6.0980363,-1.7580824,0.8716444
-1.7580993,5.319513,6.5363774,5.7145257,14.033873,3.7141595,-1.7580993,1.5425758,2.0047393,3.8253818,4.5054765,5.0578194,3.5301836,-1.7580903,1.7246305
-1.7580993,5.319513,6.5363774,5.7145257,14.033873,3.7141595,-1.7580993,1.5425758,2.0047393,3.8253818,4.5054765,5.0578194,3.5301836,-1.7580903,1.7246305
-1.7580993,3.1545231,4.5613446,0.87021106,15.547361,4.9210796,-1.7580993,0.14064708,8.564663,4.1981263,9.843063,6.959931,5.2096343,-1.7580979,7.940765
-1.7580993,-0.5895511,12.106542,7.8932605,5.3209167,2.1958978,-1.7580901,4.42811,0.7778631,1.7752048,8.443656,3.3956642,0.3326057,-1.7580975,-1.1901039
-1.7580993,-0.5895511,12.106542,7.8932605,5.3209167,2.1958978,-1.7580901,4.42811,0.7778631,1.7752048,8.443656,3.3956642,0.3326057,-1.7580975,-1.1901039
-1.7580886,3.3272543,9.221445,5.3747725,4.720271,3.0780468,-1.7580993,7.9070086,3.372148,5.2006335,11.308556,3.9317348,2.0628142,-1.7576957,1.3068835
-1.7580993,0.7897241,7.772104,5.320814,7.304271,2.2414234,-1.7580993,0.6196268,7.2801113,2.9801779,3.1103785,3.4476583,0.88129485,-1.7578934,2.7490478
-1.7580988,-0.9548516,3.093295,6.233043,1.4388398,1.0666437,-1.7194786,2.2906191,2.9029167,4.0425773,2.6975768,1.5708655,1.5673463,-1.7544822,3.235951
-1.7578561,4.235284,5.453059,5.6650333,7.5502057,2.073328,-1.7580963,5.498661,6.4680505,2.8783014,6.3720303,2.4434633,3.527246,-1.7495626,1.1599352
-1.7578561,4.235284,5.453059,5.6650333,7.5502057,2.073328,-1.7580963,5.498661,6.4680505,2.8783014,6.3720303,2.4434633,3.527246,-1.7495626,1.1599352
-1.7580732,0.33612785,8.683597,0.945434,7.6110783,1.8111647,-1.7580981,6.904158,-0.3718582,8.705364,2.4332602,4.2806153,-0.84212,-1.758097,6.7599835
-1.7580993,3.4516408,8.746503,5.2512455,6.740107,0.7605868,-1.7580993,-0.9023501,6.3098855,-0.42810252,3.3172555,3.6124732,3.4776714,-1.7573746,6.186378
-1.7580993,3.4516408,8.746503,5.2512455,6.740107,0.7605868,-1.7580993,-0.9023501,6.3098855,-0.42810252,3.3172555,3.6124732,3.4776714,-1.7573746,6.186378
-1.7580993,0.8273745,-0.48062223,3.0355842,4.1124344,3.8087642,-1.7578115,0.8405971,-0.32604614,7.4845066,3.5980022,1.3566585,2.408344,-1.7507519,5.121661
-1.7580993,0.8273745,-0.48062223,3.0355842,4.1124344,3.8087642,-1.7578115,0.8405971,-0.32604614,7.4845066,3.5980022,1.3566585,2.408344,-1.7507519,5.121661
-1.7580993,4.71955,7.2546983,2.6127205,15.932853,6.1201863,-1.7580993,0.32777363,0.7811949,1.2240673,13.574746,1.7539973,5.5161734,-1.7580984,7.1226554
-1.7580993,4.71955,7.2546983,2.6127205,15.932853,6.1201863,-1.7580993,0.32777363,0.7811949,1.2240673,13.574746,1.7539973,5.5161734,-1.7580984,7.1226554
-1.7397096,-1.4657896,2.6666708,2.7381585,3.4521117,-0.9444442,-1.7580968,7.482279,6.4489484,3.9248765,-0.64077604,1.5504326,2.0408282,-1.7517163,1.8854295
-1.7580993,7.2556005,1.2197903,0.25181592,16.141724,7.935714,-1.7580993,2.3604772,1.5943761,4.9674478,7.66932,4.8758073,5.4681625,-1.7580373,3.263445
-1.7580993,4.3345547,5.260226,3.435246,17.248014,4.17855,-1.7580993,1.1547304,0.83564067,5.738624,7.703877,6.504902,9.136506,-1.7580948,5.2368674
-1.7580993,4.3345547,5.260226,3.435246,17.248014,4.17855,-1.7580993,1.1547304,0.83564067,5.738624,7.703877,6.504902,9.136506,-1.7580948,5.2368674
-1.7580993,4.3345547,5.260226,3.435246,17.248014,4.17855,-1.7580993,1.1547304,0.83564067,5.738624,7.703877,6.504902,9.136506,-1.7580948,5.2368674
-1.7580973,5.5142694,5.475393,0.44056016,10.745261,3.28036,-1.7580993,1.2739897,3.3904881,5.0102687,6.9369583,2.0210054,7.887549,-1.7578924,5.524077
-1.7580737,2.4290562,6.8797703,2.2380419,12.560303,2.521268,-1.7580993,2.3618233,3.0034618,4.6430335,7.8819084,3.0031524,9.455625,-1.7579197,6.667418
-1.7559476,1.3743852,5.0528626,5.324756,8.461073,2.8741345,-1.7580501,8.243602,0.73278826,8.2752905,0.9159613,1.4480183,4.0347695,-1.7580923,2.709933
-1.7559476,1.3743852,5.0528626,5.324756,8.461073,2.8741345,-1.7580501,8.243602,0.73278826,8.2752905,0.9159613,1.4480183,4.0347695,-1.7580923,2.709933
-1.7450293,1.515665,2.5993218,2.189679,2.1712565,0.80479324,-1.7580689,3.0881994,1.4034582,6.6652117,0.15582176,0.9179594,6.067799,-1.7207912,5.6629944
-1.7580897,-0.74328214,-0.18227515,5.6670856,3.117829,0.16833906,-1.7365626,4.816802,3.0131977,3.0868921,0.19569111,2.7355416,1.9341853,-1.7290919,2.2511644
-1.7580993,3.3343549,7.190741,3.1500041,10.312086,6.231731,-1.7580993,4.9238534,1.7029704,6.30512,15.793344,3.0409572,6.6205106,-1.7579039,4.1307034
-1.7580993,4.7973866,6.258975,5.8241343,14.810222,3.4050882,-1.7580993,1.7784321,1.7193158,1.7452668,4.785391,4.901419,3.719836,-1.7580923,2.2266119
-1.7580993,2.6319976,3.1583152,10.442902,8.299323,4.296492,-1.7580988,2.8310041,0.76458836,5.2060823,11.956268,2.760044,4.8968534,-1.757352,2.3194864
-1.7580993,3.8676734,2.145223,9.500863,8.227494,4.4143643,-1.7580993,-0.15267214,1.8077677,2.032729,5.939376,2.3502736,4.352755,-1.7554983,0.36220878
-1.7545986,2.1197822,3.5723271,5.404903,9.529008,3.5169344,-1.7580992,9.044005,7.2009687,3.9149024,1.8563434,0.71966845,6.4278216,-1.7579341,2.4825478
-1.7580993,7.1339674,7.6124463,0.7899372,18.755653,2.5755615,-1.7580993,0.88650006,3.1707532,5.6514206,8.855012,8.53101,7.90817,-1.7580988,5.1774197
-1.7580993,7.1339674,7.6124463,0.7899372,18.755653,2.5755615,-1.7580993,0.88650006,3.1707532,5.6514206,8.855012,8.53101,7.90817,-1.7580988,5.1774197
-1.7580534,7.7290277,2.846318,4.720309,11.909159,3.084548,-1.7580993,6.13755,1.9732788,7.3214755,7.5789824,5.3763533,6.850034,-1.7580937,7.0861306
-1.7555681,4.5386353,4.1754084,3.7310333,10.0781145,2.5573635,-1.7580887,5.868727,2.0913904,3.2724738,4.2395415,0.45625624,5.889084,-1.7575948,5.6257224
-1.7555681,4.5386353,4.1754084,3.7310333,10.0781145,2.5573635,-1.7580887,5.868727,2.0913904,3.2724738,4.2395415,0.45625624,5.889084,-1.7575948,5.6257224
-1.7580932,9.886277,4.957452,1.5997742,14.838006,4.4381757,-1.7580993,0.6609376,9.771926,5.355402,6.0192704,6.958346,7.2958584,-1.7580993,8.597921
-1.7580932,9.886277,4.957452,1.5997742,14.838006,4.4381757,-1.7580993,0.6609376,9.771926,5.355402,6.0192704,6.958346,7.2958584,-1.7580993,8.597921
